pubmed_id,author_rank,affiliation
37596843,8,"Hyogo Life Care Clinic Hiroshima, Hiroshima, Japan."
37596843,9,"Department of General Internal Medicine 2, Kawasaki Medical Center, Kawasaki Medical School, Okayama, Japan."
37596843,10,"Department of Gastroenterology and Neurology, Faculty of Medicine, Kagawa University, Takamatsu, Japan."
37596843,11,"Department of Gastroenterology and Hepatology, Kochi Medical School, Kochi, Japan."
37596843,12,"Hepatology Division, Department of Internal Medicine II, Hamamatsu University School of Medicine, Shizuoka, Japan."
37596843,13,"Division of Gastroenterology, Department of Medicine, Kurume University School of Medicine, Kurume, Japan."
37596843,14,"Division of Metabolism and Biosystemic Science, Gastroenterology, and Hematology/Oncology, Asahikawa Medical University, Asahikawa, Japan."
37596843,15,"First Department of Internal Medicine, University of the Ryukyus Hospital, Okinawa, Japan."
37596843,16,"Division of Hepatology, Shimane University Hospital, Izumo, Japan."
37596843,17,"Department of Gastroenterology and Hepatology, Suita Municipal Hospital, Osaka, Japan."
37596843,18,"Department of Gastroenterology and Hepatology, Suita Municipal Hospital, Osaka, Japan."
37596843,19,"Division of Hepatology, Shimane University Hospital, Izumo, Japan."
37596843,20,"First Department of Internal Medicine, University of the Ryukyus Hospital, Okinawa, Japan."
37596843,21,"Division of Gastroenterology, Department of Medicine, Kurume University School of Medicine, Kurume, Japan."
37596843,22,"Hepatology Division, Department of Internal Medicine II, Hamamatsu University School of Medicine, Shizuoka, Japan."
37596843,23,"Division of Innovative Medicine for Hepatobiliary and Pancreatology, Faculty of Medicine, Kagawa University, Takamatsu, Japan."
37596794,0,"Department of Vascular Surgery, The First Affiliated Hospital of Bengbu Medical College, Bengbu, China."
37596794,1,"Department of Vascular Surgery, The First Affiliated Hospital of Bengbu Medical College, Bengbu, China."
37596794,2,"Department of Vascular Surgery, The First Affiliated Hospital of Bengbu Medical College, Bengbu, China."
37596794,3,"Department of Vascular Surgery, The First Affiliated Hospital of Bengbu Medical College, Bengbu, China."
37596794,4,"Department of Vascular Surgery, The First Affiliated Hospital of Bengbu Medical College, Bengbu, China."
37596794,5,"Department of Vascular Surgery, The First Affiliated Hospital of Bengbu Medical College, Bengbu, China."
37596794,6,"Department of Vascular Surgery, The First Affiliated Hospital of Bengbu Medical College, Bengbu, China."
37596794,7,"Department of Vascular Surgery, The First Affiliated Hospital of Bengbu Medical College, Bengbu, China."
37596794,8,"Department of Vascular Surgery, The First Affiliated Hospital of Bengbu Medical College, Bengbu, China."
37596793,0,"Erasmus MC Transplant Institute, Department of Internal Medicine, Division of Nephrology and Transplantation, University Medical Center Rotterdam, Rotterdam, the Netherlands."
37596793,0,"Rotterdam Clinical Pharmacometrics Group, Rotterdam, the Netherlands."
37596793,1,"Department of Hospital Pharmacy, Erasmus MC, University Medical Center Rotterdam, Rotterdam, the Netherlands."
37596793,2,"Erasmus MC Transplant Institute, Department of Internal Medicine, Division of Nephrology and Transplantation, University Medical Center Rotterdam, Rotterdam, the Netherlands."
37596793,2,"Rotterdam Clinical Pharmacometrics Group, Rotterdam, the Netherlands."
37596793,3,"Erasmus MC Transplant Institute, Department of Internal Medicine, Division of Nephrology and Transplantation, University Medical Center Rotterdam, Rotterdam, the Netherlands."
37596793,4,"Erasmus MC Transplant Institute, Department of Internal Medicine, Division of Nephrology and Transplantation, University Medical Center Rotterdam, Rotterdam, the Netherlands."
37596793,5,"Department of Obstetrics and Gynaecology, Erasmus MC, University Medical Center Rotterdam, Rotterdam, the Netherlands."
37596793,6,"Department of Clinical Chemistry, Erasmus MC, University Medical Center Rotterdam, Rotterdam, the Netherlands."
37596793,7,"Department of Clinical Chemistry, Erasmus MC, University Medical Center Rotterdam, Rotterdam, the Netherlands."
37596793,8,"Erasmus MC Transplant Institute, Department of Internal Medicine, Division of Nephrology and Transplantation, University Medical Center Rotterdam, Rotterdam, the Netherlands."
37596793,9,"Erasmus MC Transplant Institute, Department of Internal Medicine, Division of Nephrology and Transplantation, University Medical Center Rotterdam, Rotterdam, the Netherlands."
37596793,9,"Rotterdam Clinical Pharmacometrics Group, Rotterdam, the Netherlands."
37596793,9,"Department of Hospital Pharmacy, Erasmus MC, University Medical Center Rotterdam, Rotterdam, the Netherlands."
37596790,0,"Neuroradiology, The University of Texas MD Anderson Cancer Center, USA."
37596790,1,"Biostatistics, The University of Texas MD Anderson Cancer Center, USA."
37596790,2,"Breast Imaging, The University of Texas MD Anderson Cancer Center, USA."
37596790,3,"Imaging Physics, The University of Texas MD Anderson Cancer Center, USA."
37596790,4,"Imaging Physics, The University of Texas MD Anderson Cancer Center, USA."
37596790,5,"Neuroradiology, The University of Texas MD Anderson Cancer Center, USA."
37596787,0,"Department of Dermatology, Graduate School of Medical and Dental Sciences, Tokyo Medical and Dental University, Tokyo, Japan."
37596787,1,"Department of Dermatology, Yamagata University Faculty of Medicine, Yamagata, Japan."
37596787,2,"Department of Dermatology, Osaka University Graduate School of Medicine, Osaka, Japan."
37596787,3,"Department of Dermatology, Graduate School of Medical and Dental Sciences, Tokyo Medical and Dental University, Tokyo, Japan."
37596787,4,"Department of Dermatology, Yamagata University Faculty of Medicine, Yamagata, Japan."
37596787,5,"Department of Dermatology, Yamagata University Faculty of Medicine, Yamagata, Japan."
37596787,6,"Department of Dermatology, Saitama Cancer Center, Saitama, Japan."
37596787,7,"Department of Pathology, National Cancer Center Hospital, Tokyo, Japan."
37596787,8,"Department of Dermatology, Graduate School of Medical and Dental Sciences, Tokyo Medical and Dental University, Tokyo, Japan."
37596787,8,"Department of Skin Oncology, National Cancer Center Hospital, Tokyo, Japan."
37596787,9,"Department of Skin Oncology, National Cancer Center Hospital, Tokyo, Japan."
37596787,10,"Department of Dermatology, Osaka University Graduate School of Medicine, Osaka, Japan."
37596785,6,"Molecular Physiology Laboratory, Departament de Bioquímica I Biomedicina Molecular, Institut de Biomedicina (IBUB), Universitat de Barcelona, Barcelona, Spain."
37596785,7,"The Kennedy Institute of Rheumatology, Nuffield Department of Orthopaedics Rheumatology & Musculoskeletal Sciences, University of Oxford, Oxford, United Kingdom; Department of Molecular Cell Biology, Institute for Cancer Research, Oslo University Hospital, Oslo, Norway."
37596785,8,"The Kennedy Institute of Rheumatology, Nuffield Department of Orthopaedics Rheumatology & Musculoskeletal Sciences, University of Oxford, Oxford, United Kingdom."
37596785,9,"Molecular Physiology Laboratory, Departament de Bioquímica I Biomedicina Molecular, Institut de Biomedicina (IBUB), Universitat de Barcelona, Barcelona, Spain. Electronic address: afelipe@ub.edu."
37596785,10,"The Kennedy Institute of Rheumatology, Nuffield Department of Orthopaedics Rheumatology & Musculoskeletal Sciences, University of Oxford, Oxford, United Kingdom. Electronic address: michael.dustin@kennedy.ox.ac.uk."
37596784,0,"Indian Institute of Science Education and Research, Pune, India."
37596784,1,"Indian Institute of Science Education and Research, Pune, India; National Centre for Biological Sciences, Tata Institute of Fundamental Research, Bengaluru, India. Electronic address: jayant@iiserpune.ac.in."
37596783,0,"Department of Neurosurgery, Westchester Medical Center, New York Medical College, Valhalla, NY, USA."
37596783,1,"Department of Neurosurgery, Westchester Medical Center, New York Medical College, Valhalla, NY, USA."
37596783,2,"Division of Pain Management, Department of Anesthesiology, Westchester Medical Center, New York Medical College, Valhalla, NY, USA."
37596783,3,"Division of Trauma and Acute Care Surgery, Department of Surgery, Westchester Medical Center, New York Medical College, Valhalla, NY, USA."
37596783,4,"Division of Trauma and Acute Care Surgery, Department of Surgery, Westchester Medical Center, New York Medical College, Valhalla, NY, USA."
37596783,5,"Division of Plastic Surgery, Department of Surgery, Westchester Medical Center, New York Medical College, Valhalla, NY, USA."
37596783,6,"Division of Plastic Surgery, Department of Surgery, Westchester Medical Center, New York Medical College, Valhalla, NY, USA."
37596783,7,"Department of Neurosurgery, Westchester Medical Center, New York Medical College, Valhalla, NY, USA."
37596779,0,"Medical Student, University of Washington, Seattle, WA, USA."
37596779,1,"Division of Rheumatology and Committee on Clinical Pharmacology and Pharmacogenomics, Department of Medicine, University of Chicago Biological Sciences Division, Chicago, IL, USA."
37596779,2,"Department of Rheumatology, Austin Health, Melbourne, Victoria, Australia."
37596779,3,"Department of Rheumatology, Austin Health, Melbourne, Victoria, Australia."
37596779,3,"Department of Clinical Pharmacology and Therapeutics, Austin Health, Melbourne, Victoria, Australia."
37596779,4,"Seattle Epidemiologic Research and Information Center (ERIC), VA Puget Sound Healthcare System, Seattle, WA, USA."
37596779,5,"Seattle Epidemiologic Research and Information Center (ERIC), VA Puget Sound Healthcare System, Seattle, WA, USA."
37596779,6,"Columbia University, New York, NY, USA."
37596779,7,"Division of Rheumatology, Department of Medicine, University of Washington, Seattle, WA, USA."
37596780,0,"Rady Faculty of Health Sciences, University of Manitoba, College of Nursing, Winnipeg, Canada."
37596780,1,"Rady Faculty of Health Sciences, University of Manitoba, College of Nursing, Winnipeg, Canada."
37596780,2,"Rady Faculty of Health Sciences, University of Manitoba, College of Nursing, Winnipeg, Canada."
37596780,3,"Rady Faculty of Health Sciences, George & Fay Yee Centre for Healthcare Innovation, Manitoba Centre for Nursing and Health Research, University of Manitoba, Winnipeg, Canada."
37596718,0,"Department of Cardiology, The Fourth Hospital of Harbin Medical University, 150000, Harbin, P. R. China."
37596718,1,"Department of Nuclear Medicine, The Fourth Hospital of Harbin Medical University, 150000, Harbin, P. R. China."
37596718,1,"NHC Key Laboratory of Molecular Probe and Targeted Theranostics, Molecular Imaging Research Center (MIRC) of Harbin Medical University, 150000, Harbin, P. R. China."
37596718,2,"Department of Nuclear Medicine, The Fourth Hospital of Harbin Medical University, 150000, Harbin, P. R. China."
37596718,2,"NHC Key Laboratory of Molecular Probe and Targeted Theranostics, Molecular Imaging Research Center (MIRC) of Harbin Medical University, 150000, Harbin, P. R. China."
37742106,0,"Chair and Department of Palliative Medicine, University of Medical Sciences, Poznań, Poland."
37742106,1,"Chair and Department of Palliative Medicine, University of Medical Sciences, Poznań, Poland."
37742106,2,"Department of Trauma, Burns and Plastic Surgery, Poznan University of Medical Sciences, Poznan, Poland."
37742106,3,"Chair and Department of Palliative Medicine, University of Medical Sciences, Poznań, Poland."
37742106,4,"Wroclaw Medical University Department of Forensic Medicine, Wroclaw, Poland."
37742106,5,"Chair and Department of Palliative Medicine, University of Medical Sciences, Poznań, Poland."
37742106,6,"Chair of Palliative Medicine, Institute of Medical Sciences Collegium Medicum, University of Zielona Góra, Zielona Góra, Poland."
37742106,6,"University Hospital of Heliodor Święcicki, Partner of Poznań University of Medical Sciences, Poznań, Poland."
37742106,7,"Chair and Department of Palliative Medicine, University of Medical Sciences, Poznań, Poland."
37742099,0,"School of Energy Science and Engineering, Nanjing Tech University, Nanjing, Jiangsu Province, 211816, P. R. China."
37742099,1,"Confucius Energy Storage Lab, School of Energy and Environment, Southeast University, Nanjing, 210096, P. R. China."
37742099,2,"School of Energy Science and Engineering, Nanjing Tech University, Nanjing, Jiangsu Province, 211816, P. R. China."
37742099,3,"Confucius Energy Storage Lab, School of Energy and Environment, Southeast University, Nanjing, 210096, P. R. China."
37742099,4,"School of Energy Science and Engineering, Nanjing Tech University, Nanjing, Jiangsu Province, 211816, P. R. China."
37742099,5,"School of Energy Science and Engineering, Nanjing Tech University, Nanjing, Jiangsu Province, 211816, P. R. China."
37742099,6,"Confucius Energy Storage Lab, School of Energy and Environment, Southeast University, Nanjing, 210096, P. R. China."
37742099,7,"Molecular Sciences Institute, School of Chemistry, University of the Witwatersrand, Private Bag 3, Wits, Johannesburg, 2050, South Africa."
37742099,8,"School of Energy Science and Engineering, Nanjing Tech University, Nanjing, Jiangsu Province, 211816, P. R. China."
37742099,9,"School of Energy Science and Engineering, Nanjing Tech University, Nanjing, Jiangsu Province, 211816, P. R. China."
37742099,10,"School of Energy Science and Engineering, Nanjing Tech University, Nanjing, Jiangsu Province, 211816, P. R. China."
37742099,10,"Confucius Energy Storage Lab, School of Energy and Environment, Southeast University, Nanjing, 210096, P. R. China."
37742098,0,"Neonatal Directorate, King Edward Memorial Hospital for Women, Subiaco, Western Australia, Australia."
37742098,1,"Neonatal Directorate, King Edward Memorial Hospital for Women, Subiaco, Western Australia, Australia."
37742098,1,"School of Medicine, University of Western Australia, Perth, Western Australia, Australia."
37742098,2,"School of Medicine, University of Western Australia, Perth, Western Australia, Australia."
37742098,2,"Neonatal Directorate, Perth Children's Hospital, Nedlands, Western Australia, Australia."
37742098,3,"Institute for Health Research, University of Notre Dame, Fremantle, Western Australia, Australia."
37742098,4,"Neonatal Directorate, King Edward Memorial Hospital for Women, Subiaco, Western Australia, Australia."
37742098,4,"School of Medicine, University of Western Australia, Perth, Western Australia, Australia."
37742097,0,"Agency for Toxic Substances and Disease Registry, Office of Innovation and Analytics, Atlanta, Georgia, USA."
37742097,1,"Agency for Toxic Substances and Disease Registry, Office of Innovation and Analytics, Atlanta, Georgia, USA."
37742097,2,"Agency for Toxic Substances and Disease Registry, Office of Innovation and Analytics, Atlanta, Georgia, USA."
37742097,3,"Agency for Toxic Substances and Disease Registry, Office of Innovation and Analytics, Atlanta, Georgia, USA."
37742097,4,"Agency for Toxic Substances and Disease Registry, Office of Innovation and Analytics, Atlanta, Georgia, USA."
37742097,5,"Agency for Toxic Substances and Disease Registry, Office of Innovation and Analytics, Atlanta, Georgia, USA."
37742097,6,"Agency for Toxic Substances and Disease Registry, Office of the Associate Director of Science, Atlanta, Georgia, USA."
37742097,7,"Agency for Toxic Substances and Disease Registry, Office of the Associate Director of Science, Atlanta, Georgia, USA."
37742096,0,"Stomatology Hospital, School of Stomatology, Zhejiang University School of Medicine, Zhejiang Provincial Clinical Research Center for Oral Diseases, Key Laboratory of Oral Biomedical Research of Zhejiang Province, Engineering Research Center of Oral Biomaterials and Devices of Zhejiang Province, Cancer Center of Zhejiang University, Hangzhou, 310016, China."
37742096,1,"Stomatology Hospital, School of Stomatology, Zhejiang University School of Medicine, Zhejiang Provincial Clinical Research Center for Oral Diseases, Key Laboratory of Oral Biomedical Research of Zhejiang Province, Engineering Research Center of Oral Biomaterials and Devices of Zhejiang Province, Cancer Center of Zhejiang University, Hangzhou, 310016, China."
37742096,2,"Stomatology Hospital, School of Stomatology, Zhejiang University School of Medicine, Zhejiang Provincial Clinical Research Center for Oral Diseases, Key Laboratory of Oral Biomedical Research of Zhejiang Province, Engineering Research Center of Oral Biomaterials and Devices of Zhejiang Province, Cancer Center of Zhejiang University, Hangzhou, 310016, China."
37742096,3,"Stomatology Hospital, School of Stomatology, Zhejiang University School of Medicine, Zhejiang Provincial Clinical Research Center for Oral Diseases, Key Laboratory of Oral Biomedical Research of Zhejiang Province, Engineering Research Center of Oral Biomaterials and Devices of Zhejiang Province, Cancer Center of Zhejiang University, Hangzhou, 310016, China."
37742096,4,"Qiushi Academy for Advanced Studies, Zhejiang University, Hangzhou, 310058, China."
37742096,5,"Department of Chemistry, Zhejiang University, Hangzhou, 310058, China."
37742096,6,"Zhejiang University School of Medicine, Zhejiang University, Hangzhou, 310058, China."
37742096,7,"Stomatology Hospital, School of Stomatology, Zhejiang University School of Medicine, Zhejiang Provincial Clinical Research Center for Oral Diseases, Key Laboratory of Oral Biomedical Research of Zhejiang Province, Engineering Research Center of Oral Biomaterials and Devices of Zhejiang Province, Cancer Center of Zhejiang University, Hangzhou, 310016, China."
37742096,8,"Stomatology Hospital, School of Stomatology, Zhejiang University School of Medicine, Zhejiang Provincial Clinical Research Center for Oral Diseases, Key Laboratory of Oral Biomedical Research of Zhejiang Province, Engineering Research Center of Oral Biomaterials and Devices of Zhejiang Province, Cancer Center of Zhejiang University, Hangzhou, 310016, China."
37742096,9,"Stomatology Hospital, School of Stomatology, Zhejiang University School of Medicine, Zhejiang Provincial Clinical Research Center for Oral Diseases, Key Laboratory of Oral Biomedical Research of Zhejiang Province, Engineering Research Center of Oral Biomaterials and Devices of Zhejiang Province, Cancer Center of Zhejiang University, Hangzhou, 310016, China."
37742108,0,"Key Laboratory of Cardiovascular and Cerebrovascular Medicine, Key Laboratory of Targeted Intervention of Cardiovascular Disease, Collaborative Innovation Center for Cardiovascular Disease Translational Medicine, The Affiliated Suzhou Hospital of Nanjing Medical University, Suzhou Municipal Hospital, Gusu School, Nanjing Medical University, Nanjing, China."
37742095,0,"State Key Laboratory of Advanced Technology for Materials Synthesis and Processing, Wuhan University of Technology, Wuhan, Hubei, 430070, P. R. China."
37742108,1,"Key Laboratory of Cardiovascular and Cerebrovascular Medicine, Key Laboratory of Targeted Intervention of Cardiovascular Disease, Collaborative Innovation Center for Cardiovascular Disease Translational Medicine, The Affiliated Suzhou Hospital of Nanjing Medical University, Suzhou Municipal Hospital, Gusu School, Nanjing Medical University, Nanjing, China."
37742095,1,"College of Chemical and Biological Engineering, Zhejiang University, Hangzhou, Zhejiang, 310027, P. R. China."
37742095,2,"International School of Materials Science and Engineering, School of Materials Science and Microelectronics, Wuhan University of Technology, Wuhan, Hubei, 430070, P. R. China."
37742095,3,"International School of Materials Science and Engineering, School of Materials Science and Microelectronics, Wuhan University of Technology, Wuhan, Hubei, 430070, P. R. China."
37742095,4,"State Key Laboratory of Advanced Technology for Materials Synthesis and Processing, Wuhan University of Technology, Wuhan, Hubei, 430070, P. R. China."
37742095,5,"State Key Laboratory of Advanced Technology for Materials Synthesis and Processing, Wuhan University of Technology, Wuhan, Hubei, 430070, P. R. China."
37742095,6,"International School of Materials Science and Engineering, School of Materials Science and Microelectronics, Wuhan University of Technology, Wuhan, Hubei, 430070, P. R. China."
37742095,7,"College of Chemical and Biological Engineering, Zhejiang University, Hangzhou, Zhejiang, 310027, P. R. China."
37742095,8,"State Key Laboratory of Advanced Technology for Materials Synthesis and Processing, Wuhan University of Technology, Wuhan, Hubei, 430070, P. R. China."
37742095,8,"International School of Materials Science and Engineering, School of Materials Science and Microelectronics, Wuhan University of Technology, Wuhan, Hubei, 430070, P. R. China."
37742094,0,"Department of Nephrology and Hypertension, Rabin Medical Center, Beilinson Campus, Petah-Tikva, Israel."
37742094,0,"Department of Transplantation, Rabin Medical Center, Beilinson Campus, Petah-Tikva, Israel."
37742094,0,"Sackler Faculty of Medicine, Tel-Aviv University, Tel-Aviv, Israel."
37742094,1,"Department of Nephrology and Hypertension, Rabin Medical Center, Beilinson Campus, Petah-Tikva, Israel."
37741932,0,"Centre for the Studies of Asphyxia and Resuscitation, Neonatal Research Unit, Royal Alexandra Hospital, Edmonton, AB, Canada."
37741932,0,"Department of Pediatrics, University of Alberta, Edmonton, AB, Canada."
37741932,1,"Centre for the Studies of Asphyxia and Resuscitation, Neonatal Research Unit, Royal Alexandra Hospital, Edmonton, AB, Canada."
37741932,1,"Department of Pediatrics, University of Alberta, Edmonton, AB, Canada."
37741932,2,"Centre for the Studies of Asphyxia and Resuscitation, Neonatal Research Unit, Royal Alexandra Hospital, Edmonton, AB, Canada."
37741932,2,"Department of Pediatrics, University of Alberta, Edmonton, AB, Canada."
37741932,3,"Centre for the Studies of Asphyxia and Resuscitation, Neonatal Research Unit, Royal Alexandra Hospital, Edmonton, AB, Canada. georg.schmoelzer@me.com."
37741932,3,"Department of Pediatrics, University of Alberta, Edmonton, AB, Canada. georg.schmoelzer@me.com."
37741929,0,"Departament de Dinàmica de La Terra I de L'Oceà, Facultat de Ciències de La Terra. Universitat de Barcelona, Barcelona, Spain. p.pina@ub.edu."
37741929,1,"Departamento de Física de La Tierra y Astrofísica, Facultad de Física, Universidad Complutense de Madrid, Madrid, Spain."
37741905,0,"Department of Psychology, University of Wisconsin-Madison, Madison, WI, 53706, USA. rcspencer@wisc.edu."
37741929,2,"Departament de Dinàmica de La Terra I de L'Oceà, Facultat de Ciències de La Terra. Universitat de Barcelona, Barcelona, Spain."
37741905,1,"Department of Psychology, University of Wisconsin-Madison, Madison, WI, 53706, USA."
37741929,3,"Instituto Volcanológico de Canarias (INVOLCAN), 38600, Granadilla de Abona, Tenerife, Canary Islands, Spain."
37741905,2,"Department of Cell Biology and Neuroscience, Rowan University, 2 Medical Center Drive, SC220, Stratford, NJ, 08084, USA."
37741929,4,"Departament de Dinàmica de La Terra I de L'Oceà, Facultat de Ciències de La Terra. Universitat de Barcelona, Barcelona, Spain."
37741905,3,"Department of Psychology, University of Wisconsin-Madison, Madison, WI, 53706, USA."
37741929,5,"Instituto Volcanológico de Canarias (INVOLCAN), 38600, Granadilla de Abona, Tenerife, Canary Islands, Spain."
37741929,6,"Instituto Volcanológico de Canarias (INVOLCAN), 38600, Granadilla de Abona, Tenerife, Canary Islands, Spain."
37741929,7,"Departament de Dinàmica de La Terra I de L'Oceà, Facultat de Ciències de La Terra. Universitat de Barcelona, Barcelona, Spain."
37741927,0,"Department of Physics, Chungnam National University, Daejeon, 34134, Republic of Korea."
37741927,1,"Department of Physics, Chungnam National University, Daejeon, 34134, Republic of Korea."
37741927,2,"Department of Physics, Pohang University of Science and Technology, Pohang, Gyeongbuk, 37673, Republic of Korea."
37741927,3,"The Division of Computer Convergence, Chungnam National University, Daejeon, 34134, Republic of Korea."
37741927,4,"Pohang Accelerator Laboratory, Pohang, Gyeongbuk, 37673, Republic of Korea."
37741927,5,"Pohang Accelerator Laboratory, Pohang, Gyeongbuk, 37673, Republic of Korea."
37741757,1,"Departments of Neonatal Medicine, Osaka Women's and Children's Hospital, Izumi, Osaka, Japan. Electronic address: khirata0513@gmail.com."
37741757,2,"Departments of Neonatal Medicine, Osaka Women's and Children's Hospital, Izumi, Osaka, Japan."
37741757,3,"Departments of Neonatal Medicine, Osaka Women's and Children's Hospital, Izumi, Osaka, Japan."
37741757,4,"Departments of Neonatal Medicine, Osaka Women's and Children's Hospital, Izumi, Osaka, Japan."
37741757,5,"Departments of Neonatal Medicine, Osaka Women's and Children's Hospital, Izumi, Osaka, Japan."
37741770,0,"Department of Anesthesiology and Pain Medicine, Hanyang University Hospital, College of Medicine, Seoul, Republic of Korea."
37741770,1,"Department of Anesthesiology and Pain Medicine, Hanyang University Hospital, College of Medicine, Seoul, Republic of Korea."
37741770,2,"Department of Anesthesiology and Pain Medicine, Hanyang University Hospital, College of Medicine, Seoul, Republic of Korea."
37741770,3,"Department of Anesthesiology and Pain Medicine, Hanyang University Hospital, College of Medicine, Seoul, Republic of Korea. Electronic address: vesicle100@naver.com."
37741768,0,"Harran University, Faculty of Health Sciences, Internal Medicine Nursing, Şanlıurfa 63100, Turkey. Electronic address: arzu.uslu86@gmail.com."
37741768,1,"Necmettin Erbakan University, Faculty of Nursing, Internal Medicine Nursing, Konya, Türkiye."
37741767,0,"Servicio Neonatología, Hospital General Universitario Gregorio Marañón, Madrid, Spain. Electronic address: belenfernandezmonteagudo@gmail.com."
37741767,1,"Servicio Neonatología, Hospital General Universitario Gregorio Marañón, Madrid, Spain."
37741767,2,"Servicio Neonatología, Hospital General Universitario Gregorio Marañón, Madrid, Spain."
37741767,3,"Servicio Neonatología, Hospital General Universitario Gregorio Marañón, Madrid, Spain."
37741767,4,"Servicio Neonatología, Hospital General Universitario Gregorio Marañón, Madrid, Spain."
37741766,0,"Servicio de Pediatría, Hospital Universitario de Gudalajara, Guadalajara, Spain. Electronic address: garriolapereda@gmail.com."
37741766,1,"Servicio de Pediatría, Hospital Miguel Servet, Zaragoza, Spain."
37741752,0,"Department of Cardiac Surgery, Tehran Heart Center, Tehran University of Medical Sciences, Tehran, Iran; Tehran Heart Center, Cardiovascular Diseases Research Institute, Tehran University of Medical Sciences, Tehran, Iran."
37741766,2,"Urgencias de Pediatría, Hospital Virgen del Rocío, Sevilla, Spain."
37741752,1,"Tehran Heart Center, Cardiovascular Diseases Research Institute, Tehran University of Medical Sciences, Tehran, Iran. Electronic address: Jameie.mana@gmail.com."
37741766,3,"Servicio de Pediatría, Hospital Virgen de las Nieves, Granada, Spain."
37741752,2,"Tehran Heart Center, Cardiovascular Diseases Research Institute, Tehran University of Medical Sciences, Tehran, Iran."
37741766,4,"Servicio de Pediatría, Hospital San Pedro, Logroño, Spain."
37741752,3,"Tehran Heart Center, Cardiovascular Diseases Research Institute, Tehran University of Medical Sciences, Tehran, Iran."
37741765,0,"Machine Learning and Data Analytics Lab, Department of Artificial Intelligence in Biomedical Engineering, Friedrich-Alexander-Universität Erlangen-Nürnberg, Erlangen, Germany."
37741752,4,"Tehran Heart Center, Cardiovascular Diseases Research Institute, Tehran University of Medical Sciences, Tehran, Iran; School of Medicine, Shahid Beheshti University of Medical Sciences, Tehran, Iran."
37741765,1,"Machine Learning and Data Analytics Lab, Department of Artificial Intelligence in Biomedical Engineering, Friedrich-Alexander-Universität Erlangen-Nürnberg, Erlangen, Germany."
37741752,5,"Tehran Heart Center, Cardiovascular Diseases Research Institute, Tehran University of Medical Sciences, Tehran, Iran."
37741765,2,"Machine Learning and Data Analytics Lab, Department of Artificial Intelligence in Biomedical Engineering, Friedrich-Alexander-Universität Erlangen-Nürnberg, Erlangen, Germany."
37741752,6,"Tehran Heart Center, Cardiovascular Diseases Research Institute, Tehran University of Medical Sciences, Tehran, Iran; Department of Education and Health Promotion, School of Public Health, Iran University of Medical Sciences, Tehran, Iran."
37741765,3,"Harvard Business School and Harvard-MIT Center for Regulatory Science, Boston, MA, USA."
37741752,7,"Tehran Heart Center, Cardiovascular Diseases Research Institute, Tehran University of Medical Sciences, Tehran, Iran."
37741765,4,"Chair of Digital Medicine, Luxembourg Centre for Systems Biomedicine, University of Luxembourg, Esch-sur-Alzette, Luxembourg; Digital Medicine Group, Luxembourg Institute of Health, Strassen, Luxembourg; Centre Hospitalier de Luxembourg, Luxembourg, Luxembourg."
37741752,8,"Department of Cardiac Surgery, Tehran Heart Center, Tehran University of Medical Sciences, Tehran, Iran; Tehran Heart Center, Cardiovascular Diseases Research Institute, Tehran University of Medical Sciences, Tehran, Iran."
37741765,5,"Klinikum Rechts der Isar, Technical University of Munich, Institute for Artificial Intelligence and Informatics in Medicine, Munich, Germany; Helmholtz Munich, Institute for Machine Learning in Biomedical Imaging, Neuherberg, Germany; Department of Computing, Imperial College London, London, UK."
37741752,9,"Tehran Heart Center, Cardiovascular Diseases Research Institute, Tehran University of Medical Sciences, Tehran, Iran; Cardiovascular Research Center, Shahid Beheshti University of Medical Sciences, Tehran, Iran. Electronic address: bagheri7a@gmail.com."
37741765,6,"Klinikum Rechts der Isar, Technical University of Munich, Institute for Artificial Intelligence and Informatics in Medicine, Munich, Germany; Department of Computing, Imperial College London, London, UK."
37741765,7,"OFFIS-Institut für Informatik, Oldenburg, Germany."
37741765,8,"Berlin Institute of Health at Charité - Universitätsmedizin Berlin, Digital Health Center, Berlin, Germany."
37741765,9,"Berlin Institute of Health at Charité - Universitätsmedizin Berlin, Digital Health Center, Berlin, Germany."
37741765,10,"Machine Learning and Data Analytics Lab, Department of Artificial Intelligence in Biomedical Engineering, Friedrich-Alexander-Universität Erlangen-Nürnberg, Erlangen, Germany. Electronic address: bjoern.eskofier@fau.de."
37741764,0,"Department of Psychiatry (SD), Douglas Mental Health University Institute, McGill University, Montreal, Canada; McConnell Brain Imaging Centre, Montreal Neurological Institute, McGill University, Montreal, Canada. Electronic address: simon.ducharme@mcgill.ca."
37741764,1,"Alzheimer Center Amsterdam, Department of Neurology, Amsterdam Neuroscience (YP), Vrije Universiteit Amsterdam, Amsterdam UMC, Amsterdam, The Netherlands."
37741764,2,"Dementia Research Centre, Department of Neurodegenerative Disease (JDR), UCL Queen Square Institute of Neurology, London, UK."
37741764,3,"Taub Institute for Research on Alzheimer's Disease and the Aging Brain, Department of Psychiatry (EH), Columbia University, New York, NY."
37741764,4,"London Health Sciences Centre Parkwood Institute (EF), London, ON, Canada."
37741749,0,"Inflammatory bowel disease Unit, ""Villa Sofia-Cervello"" Hospital, Palermo, Italy. Electronic address: fsmacaluso@gmail.com."
37741764,5,"Alector, Inc. (NT), South San Francisco, CA."
